平台,经营单位,仓库,结算方式,运输方式,发货状态,物流录入的结算方法,是否拒收入库完成,是否直销单,是否是多客户出货,是否退改赠,是否手机下的订单,是否代垫发货,发货单据来源,单据来源互联互通,WMS系统发货单状态,需要物流流程,是否医疗分销,time
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYXTJJYBBGBLYZG-新燎原湘潭基建营步步高珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-04 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZSXSTCWMZJC-新燎原长沙星沙通程丸美专柜仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-04 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCSTXDYHBLYZG-新燎原长沙天心大润发珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-04 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZZC-长沙周转仓,WDS,H01,CLO,WDS,Y,N,Y,N,N,N,EASD,N,NEW,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,WDS,H01,CLO,WDS,Y,N,N,N,N,Y,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-05 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-06 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-05 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,HYBFQCSC-衡阳百富勤长沙仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-05 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,Y,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZZDDBBGBLYZG-新燎原株洲东都步步高珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-04 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZSYYSCWMZJC-新燎原长沙友谊商城丸美专柜仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-03 00:00:00
01020AXZ-鑫竹,VS00-长沙鑫竹,XZZQCXC1-鑫竹张强车销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-04 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-04 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-03 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYHHPXMC-新燎原CS渠道仓,EAX,H01,WBG,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-04 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYRHSYPC-新燎原日化试用品仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-03 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYRHSYPC-新燎原日化试用品仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQSCZYW-衡阳百富勤郴州仓,EAX,A01,CLO,EAX,Y,N,N,N,N,Y,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-05 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYHHPXMC-新燎原CS渠道仓,EAX,H01,WBG,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,SDXWTGR-鑫梧桐基地WMS正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AXH-怀化鑫星火,CP00-怀化鑫星火供应链,HHXXHZBZCC-怀化鑫星火总部正常仓,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-04 00:00:00
01020AYB-长沙育邦,TM00-长沙育邦,YBQDZCC-育邦祁东正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EAEC,N,NEW,Y,N,2020-01-05 10:31:41
01020AYB-长沙育邦,TM00-长沙育邦,YBQDZCC-育邦祁东正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EAEC,N,NEW,Y,N,2020-01-03 14:43:15
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,Y,N,N,N,N,EASD,N,NEW,Y,N,2020-01-05 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-05 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYHHDYHBLYZG-新燎原怀化大润发珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-05 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYXTHNBBGZMZG-新燎原湘潭华隆步步高丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-05 00:00:00
01020AXZ-鑫竹,VS00-长沙鑫竹,XZZQCXC1-鑫竹张强车销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 11:13:23
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQWCDC-衡阳百富勤武汉正常仓,TZZ,K01,CLO,TZZ,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 13:49:08
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-05 00:00:00
01020AYB-长沙育邦,TM00-长沙育邦,YBHYZCC-育邦衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EAEC,N,NEW,Y,N,2020-01-03 09:45:34
01020AXZ-鑫竹,VS00-长沙鑫竹,SDXZZBC-鑫竹总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,HLHT,Y,CLO,Y,N,2020-01-03 00:00:00
01020AXZ-鑫竹,VS00-长沙鑫竹,SDXZZBC-鑫竹总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,HLHT,Y,CLO,Y,N,2020-01-03 00:00:00
01020AXZ-鑫竹,VS00-长沙鑫竹,SDXZZBC-鑫竹总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,HLHT,Y,CLO,Y,N,2020-01-03 00:00:00
01020AXZ-鑫竹,VS00-长沙鑫竹,SDXZZBC-鑫竹总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,HLHT,Y,CLO,Y,N,2020-01-04 00:00:00
01020AXZ-鑫竹,VS00-长沙鑫竹,SDXZZBC-鑫竹总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,HLHT,Y,CLO,Y,N,2020-01-03 00:00:00
01020AXZ-鑫竹,VS00-长沙鑫竹,SDXZZBC-鑫竹总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,HLHT,Y,CLO,Y,N,2020-01-03 00:00:00
01020AYX-郴州永祥,KF00-郴州永祥鑫盛,YXWCCXC-永祥外场促销虚拟仓,EAX,K01,CLO,EAX,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-03 00:00:00
01020AYX-郴州永祥,KF00-郴州永祥鑫盛,YXWCCXC-永祥外场促销虚拟仓,WDS,H01,CLO,WDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-05 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-05 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-05 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-05 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCSHXTCZMZG-新燎原长沙红星通程丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-06 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCDCTBHBLYZG-新燎原常德春天百货珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-06 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYXTHNBBGZMZG-新燎原湘潭华隆步步高丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,HLHT,Y,CLO,Y,N,2020-01-04 09:11:21
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,WLJ,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-07 00:00:00
01020AYB-长沙育邦,TM00-长沙育邦,YBCSZCC-育邦长沙正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EAEC,N,NEW,Y,N,2020-01-03 12:27:31
01020AYB-长沙育邦,TM00-长沙育邦,YBCSZCC-育邦长沙正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EAEC,N,NEW,Y,N,2020-01-03 15:56:04
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,SDXWTGR-鑫梧桐基地WMS正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTYYFW-鑫梧桐调拨中转仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-06 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZPEHC-新燎原赠品日化仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-07 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,SDXWTGR-鑫梧桐基地WMS正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,Y,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,EAX,H01,CLO,EAX,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-07 14:31:32
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYBHQDC-新燎原百货渠道仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-07 00:00:00
01020AYB-长沙育邦,TM00-长沙育邦,YBCSZCC-育邦长沙正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EAEC,N,NEW,Y,N,2020-01-06 09:25:13
01020AYB-长沙育邦,TM00-长沙育邦,YBCSZCC-育邦长沙正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EAEC,N,NEW,Y,N,2020-01-06 09:29:03
01020AYB-长沙育邦,TM00-长沙育邦,YBCSZCC-育邦长沙正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EAEC,N,NEW,Y,N,2020-01-06 10:10:46
01020AXH-怀化鑫星火,CP00-怀化鑫星火供应链,HHXXHZBZCC-怀化鑫星火总部正常仓,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AXH-怀化鑫星火,CP00-怀化鑫星火供应链,HHXXHZBZCC-怀化鑫星火总部正常仓,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AXH-怀化鑫星火,CP00-怀化鑫星火供应链,HHXXHZBZCC-怀化鑫星火总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,Y,N,Y,N,N,EASD,N,NEW,Y,N,2020-01-04 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-07 16:28:23
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,Y,EASD,N,CLO,Y,N,2020-01-07 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-03 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-06 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-07 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,SDXWTGR-鑫梧桐基地WMS正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-07 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,HLHT,Y,CLO,Y,N,2020-01-06 00:00:00
01020AYB-长沙育邦,TM00-长沙育邦,YBCSZCC-育邦长沙正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EAEC,N,NEW,Y,N,2020-01-06 09:00:32
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-07 16:49:17
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-05 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-02 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZPEHC-新燎原赠品日化仓,EAX,H01,WBG,EAX,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-07 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-07 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYBHQDC-新燎原百货渠道仓,EAX,H01,WBG,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-07 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-07 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-05 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-05 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,EAX,H01,CLO,EAX,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-07 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCDCTBHZMZG-新燎原常德春天百货丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-07 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYZSXSTCWMZJC-新燎原长沙星沙通程丸美专柜仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-07 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-06 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-07 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-07 00:00:00
